name,live,prerequisites,h_position,v_position,creation_date,seconds_per_fast_problem,pretty_display_name,short_display_name,topic,area
adding_and_subtracting_within_20,TRUE,"subtraction_within_20,repeated_addition",2,3,2014-09-03 09:34:49.4795 UTC,6,20以內的連加或連減,20以內的連加或連減,addition-subtraction,arithmetic
short_divide_gcf_and_lcm,TRUE,,0,-7,2015-02-10 11:34:13.794 UTC,12,最大公因數與最小公倍數應用題（短除法）,"gcd, lcm應用題",factors-multiples,arithmetic
represent_by_symbol_multiplier,TRUE,represent_by_symbol_subtrahend,24,9,2014-08-01 09:18:16.22553 UTC,9,用符號代表數-解決被乘數或乘數未知的問題,解決被乘數乘數未知問題,solving-linear-equations-and-inequalities,algebra
multiplication_word_problems,TRUE,"multiplication_4,multiplication_3",12,-2,2014-08-07 10:40:45.14141 UTC,9,乘法的應用問題,乘法的應用問題,multiplication-division,arithmetic
seq-arithmetic-means-1,TRUE,,32,1,2015-02-17 00:38:37.39081 UTC,7,等差中項1,等差中項1,sequence_and_series,arithmetic
simplifying_rational_expressions_2,FALSE,,-14,-17,2012-10-11 17:55:04.26759 UTC,0,簡化有理式 2,簡化有理式2,quadtratics,algebra
exponents_4,TRUE,exponents_3,21,4,2012-10-11 17:55:12.25643 UTC,11,指數 4,指數4,exponents-radicals,algebra
simplifying_radicals,TRUE,"square_roots_2,simplify_the_root_type,radical_multiplication_and_division",27,5,2012-10-11 17:55:14.86505 UTC,8,二次方根計算1,二次方根計算1,exponents-radicals,algebra
percentage_word_problems_1,TRUE,"converting_decimals_to_percents,converting_percents_to_decimals",27,-5,2012-10-11 17:54:46.45102 UTC,18,百分比應用題 1,%應用1,ratio-percentage,arithmetic
distance_formula,TRUE,"pythagorean_theorem_1,pythagorean_thaorem_application",42,-13,2012-10-11 17:54:51.02704 UTC,15,距離公式,距離公式,pythagorean-theorem,algebra
permutations_1,TRUE,counting_2,28,-1,2012-10-11 17:55:54.80868 UTC,5,排列組合 1,排列組合1,probability,probability-statistics
systems_of_equations_with_substitution,TRUE,graphing_systems_of_equations,47,11,2012-10-11 17:55:07.15593 UTC,38,代入消去法,代入消去法,systems-of-eq-and-ineq,algebra
exploring_mean_and_median,TRUE,order_of_operations,17,-23,2012-10-11 17:55:59.50313 UTC,28,平均值與中間值,平均中間,statistics,probability-statistics
angle-types,FALSE,,-14,-18,2012-10-12 05:12:50.13255 UTC,0,,New Ex,N/A,N/A
writing_expressions_1,TRUE,evaluating_expressions_1,26,8,2012-10-11 17:54:51.42182 UTC,8,寫式子 1,寫式子1,solving-linear-equations-and-inequalities,algebra
factoring_polynomials_3,FALSE,,-14,-19,2012-10-11 17:55:04.57406 UTC,0,提取公因式法 3,提取公因式法3,polynomials,algebra
fractions_on_the_number_line_3,TRUE,fractions_on_the_number_line_2,25,-6,2012-10-11 17:54:38.25249 UTC,5,數線上的分數 3,數線分數3,fractions,arithmetic
subtracting_fractions_with_common_denominators,TRUE,"order_of_operations,recognizing_fractions_0.5,decomposing_fractions",20,-3,2012-10-11 17:54:29.94111 UTC,5,分數減法 相同分母,同分母減法,fractions,arithmetic
adding_decimals_2,TRUE,adding_decimals,12,4,2012-10-11 17:54:45.17873 UTC,11,小數的加法 2,加小數2,decimals,arithmetic
adding_and_subtracting_radicals,TRUE,simplifying_radicals,24,6,2012-10-11 17:55:14.65295 UTC,14,根式的加減運算,根式的加減運算,exponents-radicals,algebra
graphing_points,TRUE,linear_equations_1,34,9,2012-10-11 17:55:21.8734 UTC,5,點的繪製,點的繪製,linear-equations-and-inequalitie,algebra
corresponding_angles_2,TRUE,"parallel_lines_1,congruent_angles",32,-27,2012-10-11 17:55:41.23289 UTC,8,同位角 2,同位角2,parallel-and-perpendicular-lines,geometry
inscribed_angles_1,TRUE,"circles_and_arcs,radius_angle,circumferential_angle",42,-22,2012-10-11 17:55:47.20224 UTC,6,圓周角與圓心角換算 1,圓周角與圓心角換算1,circle-properties,geometry
slope_intercept_form,TRUE,"line_graph_intuition,solving_for_the_x-intercept",39,10,2012-10-11 17:54:48.2005 UTC,23,斜截式,斜截式,linear-equations-and-inequalitie,algebra
functions_3,TRUE,functions_2,36,-2,2012-10-11 17:55:20.30796 UTC,29,函數 3,函數3,algebra-functions,algebra
rate_problems_2,TRUE,rate_problems_1,31,-11,2012-10-11 17:54:12.26879 UTC,9,速率問題 2,速率2,rates-and-ratios,arithmetic
reading_line_charts_1,TRUE,reading_bar_charts_1,17,-26,2012-10-11 17:55:57.40644 UTC,5,折線圖 1,折線圖1,statistics,probability-statistics
percentage_word_problems_2,TRUE,percentage_word_problems_1,28,-5,2012-10-11 17:54:46.13763 UTC,17,百分比應用題 2,%應用2,ratio-percentage,arithmetic
segment_addition,TRUE,"measuring_segments,congruent_segments",27,-22,2012-10-11 17:55:29.47342 UTC,16,線段加法,線段加法,segments-and-angles,analytic-geometry
pythagorean_theorem_2,TRUE,trigonometry_1.5,51,-24,2012-10-11 17:55:51.02009 UTC,6,畢氏定理 2,畢氏定理2,trigonometry,analytic-geometry
arithmetic_word_problems_1,TRUE,"addition_2,subtraction_2",4,5,2012-10-11 17:54:15.60633 UTC,9,二位數加減法應用題,二位數加減法應用題,addition-subtraction,arithmetic
factoring_difference_of_squares_1,TRUE,"multiplying_expressions_1,multiplying_polynomials",48,-7,2012-10-11 17:54:57.08225 UTC,9,因式分解平方差 1,平方差1,polynomials,algebra
recognizing_conic_sections,TRUE,adding_and_subtracting_polynomials,46,3,2012-10-11 17:55:25.12821 UTC,4,認得圓錐曲線,認得圓錐曲線,conic-sections,algebra
multiplying_2_digits_by_2_digits_with_area_models,TRUE,multiplication_2,9,-5,2015-01-12 07:14:09.04312 UTC,10,二位數乘以二位數應用,二位數乘以二位數應用,multiplication-division,arithmetic
adding_subtracting_dicimals_fractions_and_percentage,TRUE,adding_and_subtracting_negative_numbers,19,11,2015-01-19 10:23:20.87307 UTC,14,"負數的加減(小數,分數,百分比)",負數的加減2,absolute-value,algebra
adding_subtracting_carry_2,TRUE,"subtraction_4,subtraction_and_addition",11,6,2014-08-31 03:46:25.37558 UTC,19,能用併式紀錄加減兩步驟的問題,併式紀錄加減兩步驟問題,addition-subtraction,arithmetic
area_of_fans,TRUE,sectors_as_fraction_of_circles_2,44,-21,2014-07-08 07:04:40.49221 UTC,17,弧長與扇形面積1,弧長與扇形面積1,circle-properties,geometry
length_word_problem,TRUE,"measuring_lengths_2,comparing_lengths",25,-16,2015-01-19 10:04:56.08691 UTC,7,長度比較文字應用題,長度比較文字應用題,basic-geometry,geometry
angle_rotation,TRUE,understanding_comparing_angle,24,-19,2014-09-04 06:50:59.49642 UTC,5,理解旋轉角,理解旋轉角,basic-geometry,geometry
linear_equations_word_problems_2,TRUE,application_of_linear_equations_1,34,8,2014-06-26 03:53:31.93245 UTC,32,一元一次方程式應用問題2,一元一次方程式應用2,solving-linear-equations-and-inequalities,algebra
define_one_function,TRUE,functions_1,34,-2,2014-08-31 06:23:03.18676 UTC,5,一次函數的定義,一次函數的定義,algebra-functions,algebra
kg_g_unit_transform,TRUE,metric_weight_unit_conversion,17,5,2014-06-27 07:17:40.42283 UTC,5,公斤與公克的單位換算1,公斤與公克的單位換算1,unit-conversion,arithmetic
recognize_graph_zoom_effect,TRUE,congruent_triangles_2,36,-28,2014-09-04 07:15:43.51706 UTC,10,"平面圖形放大,縮小對長度,角度與面積的影響",平面圖形放大縮小的影響,similar-triangle,geometry
seq_understaning_arithmetic_sequence_2,TRUE,seq_understaning_arithmetic_sequence_1,31,1,2015-02-04 15:04:55.40043 UTC,5,認識等差數列2,認識等差數列2,sequence_and_series,arithmetic
systems_of_equ_substitution_1,TRUE,systems_of_equations_with_substitution,48,12,2014-04-30 07:36:27.19673 UTC,18,代入消去法 1,代入消去法 1,systems-of-eq-and-ineq,algebra
add_subtract_negative_fractions,TRUE,operations_with_negative_numbers,21,11,2014-06-26 02:37:14.84407 UTC,8,正負分數的加法,正負分數的加法,absolute-value,algebra
systems_of_equations_with_elimination_3,TRUE,"systems_of_equ_elimination_1,systems_of_equations_with_elimination_2",51,10,2014-06-27 04:03:37.54499 UTC,44.5,加減消去法 3,加減消去法 3,systems-of-eq-and-ineq,algebra
systems_of_equ_elimination_1,TRUE,systems_of_equations_with_elimination,49,10,2014-04-30 07:34:20.43495 UTC,19,加減消去法 1,加減消去法 1,systems-of-eq-and-ineq,algebra
large_angle_long_edge,TRUE,triangle_types,31,-18,2014-07-08 07:07:29.42283 UTC,6,大邊對大角-大角對大邊,大邊對大角-大角對大邊,triangle-properties,geometry
classification_bctest_cap,TRUE,,-3,-7,2015-01-19 07:11:21.4892 UTC,5,分類基測題,分類基測題,biology,biology
recognize_decimal_percentile_position,TRUE,"adding_decimals_2,comparing_decimals_2",12,5,2014-09-03 09:16:49.51753 UTC,5,認識二位小數與百分位的位名並比較,二位小數與百分位名比較,decimals,arithmetic
volume_of_rectangular_boxes_2,TRUE,volume_of_rectangular_boxes,38,-18,2014-02-14 08:01:42.31143 UTC,36,複合形立方體積的計算,複合形立方體積的計算,area-perimeter-and-volume,geometry
eval_expressions_w_two_var,TRUE,simplify_expressions_w_two_var_1,31,7,2014-06-26 02:55:11.58582 UTC,12,二元一次式的值,二元一次式的值,solving-linear-equations-and-inequalities,algebra
matrix_submatrix,TRUE,matrix_add_zero_negative,51,14,2014-04-30 07:27:43.11364 UTC,29.75,找出子矩陣,找出子矩陣,vectors-matrix,algebra
application_of_scientific_notation,TRUE,scientific_notation_decimals,24,1,2014-07-26 11:13:22.50565 UTC,8,以科學記號表示生活中的量,科學記號表示生活中的量,exponents-radicals,algebra
re_graphics,TRUE,large_angle_long_edge,31,-16,2014-09-04 06:59:43.91433 UTC,10,將簡單圖形切割重組成另一簡單圖形,簡單圖形切割重組,basic-geometry,geometry
multiplying_fractions_and_whole_numbers_word_problems,FALSE,,22,-11,2014-12-30 16:12:19.17749 UTC,0,分數乘法的應用1,分數乘法的應用1,fractions,arithmetic
operations_with_negative_numbers,TRUE,"adding_and_subtracting_negative_numbers,adding_subtracting_dicimals_fractions_and_percentage",20,11,2014-05-07 06:04:23.72649 UTC,26,負整數的四則運算,負整數的四則運算,absolute-value,algebra
matrix_mul_scalar,TRUE,matrix_add_sub_3,51,16,2014-04-30 07:22:05.25222 UTC,7,矩陣與常數的乘法,矩陣與常數的乘法,vectors-matrix,algebra
sequences_word_problems,TRUE,arithmetic_series_1,32,4,2014-03-07 09:22:08.70521 UTC,55,等差數列的應用,等差數列的應用,sequence_and_series,arithmetic
seq_sequence_pattern_2,TRUE,seq_sequence_pattern_1,30,5,2015-02-26 16:35:31.57988 UTC,7,數列的規律2,數列的規律2,sequence_and_series,arithmetic
seq-arithmetic-means-2,TRUE,seq-arithmetic-means-1,33,1,2015-02-17 00:42:45.14389 UTC,8,等差中項2,等差中項2,sequence_and_series,arithmetic
word_problem_formula_translate,TRUE,notation_calculation_type,16,-7,2014-09-04 07:12:58.80495 UTC,19,具體情境解決三步驟問題並併式計算,解決三步驟問題併式計算,order-of-operations,arithmetic
triangles_similar_nature,TRUE,"congruent_triangles_2,recognize_graph_zoom_effect,planar_graph_resizing",36,-31,2014-08-01 09:10:36.66961 UTC,20,三角形相似性質,三角形相似性質,similar-triangle,geometry
inequality_symbol_word_problems,TRUE,solving_linear_inequalities,33,13,2014-06-26 03:11:15.8272 UTC,6,運用不等式的符號,運用不等式的符號,solving-linear-equations-and-inequalities,algebra
simplify_expressions_w_two_var_2,TRUE,simplify_expressions_w_two_var_1,31,5,2014-06-26 04:19:04.18272 UTC,12,二元一次式化簡問題(2)-分配律(1),二元一次式化簡分配律1,solving-linear-equations-and-inequalities,algebra
dividing_polynomials_1,TRUE,"multiplying_expressions_1,multiplying_polynomials,recognizing_factoring",48,-8,2014-05-07 05:58:38.33133 UTC,9,多項式除以單項式,多項式除以單項式,polynomials,algebra
number_line_0.7,TRUE,number_line_0.7_new,5,1,2014-12-28 16:03:34.81496 UTC,5,數線上的加減0.7(含有負數),數線上的加減0.7,absolute-value,algebra
corresponding_angles,TRUE,segment_addition,30,-27,2012-10-11 17:55:35.62292 UTC,4,同位角,同位角,parallel-and-perpendicular-lines,geometry
subtracting_decimals_0.5,TRUE,"subtraction_4,adding_decimals",12,6,2012-10-11 17:54:44.29255 UTC,11,小數的減法 0.5,減小數0.5,decimals,arithmetic
composite_numbers,TRUE,"divisibility_0.5,divisibility_tests",12,-10,2012-10-11 17:54:27.82274 UTC,5,質數與合數,質數與合數,factors-multiples,arithmetic
graphing_inequalities_2,TRUE,graphing_inequalities,44,8,2012-10-11 17:55:05.96929 UTC,25,畫不等式 2,畫不等式2,linear-equations-and-inequalitie,algebra
pythagorean_theorem_1,TRUE,adding_and_subtracting_radicals,39,-13,2012-10-11 17:54:50.20128 UTC,12,畢氏定理 1,畢氏定理1,pythagorean-theorem,algebra
parallel_lines_1,TRUE,"same_side_exterior_angles,same_side_interior_angles,alternate_exterior_angles,alternate_interior_angles,corresponding_angles",31,-25,2012-10-11 17:55:35.12373 UTC,5,平行線 1,平行線1,parallel-and-perpendicular-lines,geometry
division_word_problems_1,TRUE,division_1.5,9,-6,2013-11-07 12:56:05.43737 UTC,5,除法應用題1,除法應用題1,multiplication-division,arithmetic
number_line_0.5_new,TRUE,number_line,2,1,2015-01-19 10:30:41.35962 UTC,6,數線上的加減0.5,數線上的加減0.5,absolute-value,algebra
volume_of_cylinders,TRUE,areas_of_circles_and_sectors,38,-23,2014-02-14 08:03:38.04808 UTC,5,圓柱的體積,圓柱的體積,area-perimeter-and-volume,geometry
dividing_decimals_int_to_int_0.7,TRUE,dividing_decimals_int_to_int_0.5,14,0,2014-12-30 16:09:24.07206 UTC,6,小數除法0.7(整數除以整數）,小數除法0.7,decimals,arithmetic
polygon_similarity,TRUE,calculations_using_similar_shapes,42,-33,2014-08-31 16:01:16.4697 UTC,5,多邊形相似的意義,多邊形相似的意義,similar-triangle,geometry
multiplication_formula_1,TRUE,multiplying_polynomials,48,-4,2014-07-26 11:16:33.94334 UTC,10,乘法公式的基礎運算,乘法公式的基礎運算,polynomials,algebra
volume_of_rectangular_boxes,TRUE,"area_of_squares_and_rectangles,volume_and_cc",41,-17,2014-02-14 08:01:07.78981 UTC,14,立方體積的計算,立方體積的計算,area-perimeter-and-volume,geometry
narrative_and_opposite_narrative,TRUE,,30,-33,2014-08-31 17:31:14.6626 UTC,5,敘述與逆敘述的關係,敘述與逆敘述的關係,logical-reasoning,logics
multiplication_formula_add,TRUE,multiplication_formula_1,49,-4,2014-06-26 03:57:35.79872 UTC,11,乘法公式-和平方公式,乘法公式-和平方公式,polynomials,algebra
kg_g_arithmatic,TRUE,"kg_g_unit_transform,kg_g_unit_transform2",18,5,2014-06-27 07:16:29.56594 UTC,19,公斤與公克的加減運算,公斤與公克的加減運算,unit-conversion,arithmetic
consistency_bctest_cap,TRUE,,-3,-5,2015-01-19 07:02:31.6381 UTC,5,恆定基測題,恆定基測題,biology,biology
time_units_transformation_2,TRUE,time_units_transformation_1,12,10,2013-11-29 09:40:05.53053 UTC,6,時間單位的轉換 2,時間單位轉換2,telling-time,arithmetic
multiplicative_problems,TRUE,"fraction_word_problems_1,fraction_of_one_step_to_unknow_formula",21,-6,2014-08-31 06:37:51.27725 UTC,6,具體情境中解決分數的兩步驟問題並併式計算,解決分數的兩步驟問題,fractions,arithmetic
number_sense_weight_l1,TRUE,,6,16,2015-02-10 12:07:00.24284 UTC,5,重量的量感1,重量的量感1,quantity-sense,arithmetic
using_fractions_to_divide_pizzas_pies_and_cakes,TRUE,fractions_word_problem,27,-12,2015-01-21 03:59:39.85129 UTC,6,披薩、水果派與蛋糕分配問題,披薩水果派蛋糕分配問題,fractions,arithmetic
adding_decimals,TRUE,"addition_4,adding_decimals_0.5,recognize_num_less_than_10000",11,4,2012-10-11 17:54:44.57327 UTC,12,小數的加法,加小數,decimals,arithmetic
multiplication_3,TRUE,"multiplication_2,multiplying_2_digits_by_2_digits_with_area_models",10,-4,2012-10-11 17:54:22.70288 UTC,13,三位數乘以二位數,乘法 3,multiplication-division,arithmetic
divisibility,TRUE,prime_factorization,15,-12,2012-10-11 17:54:26.26936 UTC,7,整除性,整除性,factors-multiples,arithmetic
trigonometry_1,TRUE,"trigonometry_0.5,unit_circle",49,-25,2012-10-11 17:55:50.05387 UTC,7,三角函數 1,三角函數1,trigonometry,analytic-geometry
multiplication_4,FALSE,multiplication_3,11,-3,2012-10-11 17:54:22.36258 UTC,11,多位數的乘法,乘法 4,multiplication-division,arithmetic
linear_equations_1,TRUE,"evaluating_expressions_2,one_step_equations,combining_like_terms_2",28,9,2012-10-11 17:54:52.57052 UTC,5,線性方程式 1,線性方程式1,solving-linear-equations-and-inequalities,algebra
solving_for_a_variable,TRUE,linear_equations_4,33,10,2012-10-11 17:54:55.52434 UTC,24,整理出變數,整理出變數,solving-linear-equations-and-inequalities,algebra
converting_repeating_decimals_to_fractions_2,TRUE,converting_repeating_decimals_to_fractions_1,33,11,2012-10-11 17:55:08.51457 UTC,15,循環小數轉換成分數 2,循環小數轉分數 2,solving-linear-equations-and-inequalities,algebra
solutions_to_systems_of_equations,TRUE,graphing_systems_of_equations,47,9,2012-10-11 17:55:10.74251 UTC,7,解聯立方程式,解聯立方程式,systems-of-eq-and-ineq,algebra
comparing_fractions_2,TRUE,comparing_fractions_1,23,-14,2012-10-11 17:54:37.4455 UTC,5,分數的比較 2,比較分數2,fractions,arithmetic
plotting_the_line_of_best_fit,TRUE,reading_line_charts_1,18,-26,2012-10-11 17:56:00.59838 UTC,6,最佳擬合線,擬合,statistics,probability-statistics
square_roots_2,TRUE,"square_roots,computing_law_with_power",23,5,2012-10-11 17:55:17.33158 UTC,6,根號的近似值,根號的近似值,exponents-radicals,algebra
number_line_2,TRUE,subtracting_decimals,14,9,2012-10-11 17:54:15.99409 UTC,6,數線上的加減,數線上的加減,absolute-value,algebra
factoring_polynomials_by_grouping_1,FALSE,factoring_polynomials_2,50,-5,2012-10-11 17:55:05.68753 UTC,25,提出公因式法 1,提出公因式法1,polynomials,algebra
significant_figures_1,TRUE,scientific_notation,23,2,2012-10-11 17:55:15.32117 UTC,4,有效數字 1,有效數字1,exponents-radicals,algebra
radians_and_degrees,TRUE,"radians_to_degrees,degrees_to_radians",47,-25,2012-10-11 17:55:52.60822 UTC,8,弧度與角度,弧度 <-> 角度,trigonometry,analytic-geometry
fractions_on_the_number_line_2,TRUE,converting_mixed_numbers_and_improper_fractions,24,-6,2012-10-11 17:54:38.45733 UTC,5,數線上的分數 2,數線分數2,fractions,arithmetic
angle_addition_postulate,TRUE,vertical_angles,29,-20,2012-10-11 17:55:42.63937 UTC,24,角度加法推理,加角度解x,segments-and-angles,analytic-geometry
radians_to_degrees,TRUE,congruent_triangles_2,46,-26,2012-10-11 17:55:52.82257 UTC,10,弧度轉換成角度,弧度 -> 角度,trigonometry,analytic-geometry
subtracting_fractions,TRUE,"subtracting_fractions_with_common_denominators,simplifying_fractions",22,-3,2012-10-11 17:54:35.62206 UTC,22,分數減法,分數減法,fractions,arithmetic
equation_of_a_hyperbola,TRUE,equation_of_a_circle_1,48,5,2012-10-11 17:55:22.89356 UTC,11.25,雙曲線方程式,雙曲線方程式,conic-sections,algebra
units,TRUE,"multiplying_fractions,complex_fraction",28,-11,2012-10-11 17:54:14.40077 UTC,19,單位,單位,rates-and-ratios,arithmetic
arithmetic_word_problems,TRUE,"arithmetic_word_problems_2,multiplication_and_division_word_problems",9,-2,2012-10-11 17:54:19.6431 UTC,9,乘法除法應用題,乘法除法應用題,multiplication-division,arithmetic
factorization_quadratic_polynomial,TRUE,solving_quadratics_by_factoring,51,-3,2014-08-31 17:36:39.73532 UTC,14,因式分解解一元二次方程式,因式分解一元二次方程式,quadtratics,algebra
matrix_app_fruit_oil,FALSE,"matrix_mul_scalar,matrix_mul_scalar",53,16,2014-06-09 09:42:21.05984 UTC,10,矩陣向量-成份比例,矩陣向量-成份比例,vectors-matrix,algebra
count_number_to_20,TRUE,,-2,5,2014-12-28 16:29:26.38405 UTC,5,數一數-20以內的數,數一數-20以內的數,addition-subtraction,arithmetic
the_four_arithmetic_exponentially,TRUE,simplifying_expressions_with_exponents,22,7,2014-08-31 04:36:55.66251 UTC,31,含有指數的四則運算,含有指數的四則運算,exponents-radicals,algebra
simplify_expressions_w_two_var_3,TRUE,simplify_expressions_w_two_var_1,31,6,2014-06-26 04:21:27.35539 UTC,11,二元一次式化簡問題(3)-分配律(2),二元一次式化簡分配律2,solving-linear-equations-and-inequalities,algebra
radius_angle_by_percentage,TRUE,,0,-10,2015-02-10 11:43:59.99489 UTC,7,運用百分率算出圓心角,運用百分率算出圓心角,circle-properties,geometry
matrix_transpose,TRUE,matrix_basic_product,51,18,2014-05-21 04:49:36.75621 UTC,7,矩陣轉置,矩陣轉置,vectors-matrix,algebra
parallel_lines_proportion,TRUE,parallel_lines_2,33,-28,2014-08-31 16:02:24.84074 UTC,12,平行線截比例線段性質,平行線截比例線段性質,parallel-and-perpendicular-lines,geometry
interpreting_absolute_value,TRUE,absolute_value,21,12,2015-01-19 10:22:28.2833 UTC,9,絕對值概念的文字題,絕對值概念的文字題,absolute-value,algebra
range_quarter_case_chart,TRUE,mean_median_and_mode,18,-22,2014-08-31 17:17:52.04899 UTC,6,全距、四分位距與盒狀圖,全距、四分位距與盒狀圖,statistics,probability-statistics
separation_and_union,TRUE,count_one_by_one_1,-3,7,2014-09-03 09:40:33.23556 UTC,5,10以內的分合,10以內的分合,addition-subtraction,arithmetic
baseline_compareline,TRUE,"ratio_and_the_ratio_of,scale,basic_compared_with_the_reference_quantity",29,-10,2014-08-07 10:38:28.80104 UTC,11,基準量與比較量,基準量與比較量,rates-and-ratios,arithmetic
dividing_polynomials_5,TRUE,dividing_polynomials,50,-9,2014-05-07 06:02:30.37192 UTC,32,多項式的除法2,多項式的除法2,polynomials,algebra
age_problems_new,TRUE,writing_expressions_1,27,10,2014-06-09 07:59:43.42556 UTC,14,年齡問題 2,年齡問題 2,solving-linear-equations-and-inequalities,algebra
application_of_linear_equations_2,FALSE,,-15,-19,2014-06-09 09:40:15.02971 UTC,12,一元一次方程式的應用問題2,一元一次應用問題2,solving-linear-equations-and-inequalities,algebra
simple_hologram_concept,TRUE,volume_of_rectangular_boxes_2,39,-15,2014-08-31 16:15:03.76101 UTC,5,簡單的立體圖形,簡單的立體圖形,area-perimeter-and-volume,geometry
seq_sequence_exam_2,TRUE,seq_sequence_exam_1,35,1,2015-02-26 17:02:38.58821 UTC,6,等差數列：綜合評量2,等差數列：綜合評量2,sequence_and_series,arithmetic
areas_of_trapezoids,TRUE,angles_2,36,-21,2013-12-24 07:28:41.74808 UTC,7,梯形的面積,梯形的面積,area-perimeter-and-volume,geometry
circumferential_angle,TRUE,radius_angle,41,-22,2014-08-31 05:23:12.68393 UTC,11,圓周角,圓周角,circle-properties,geometry
decimal_two_steps,TRUE,understanding_moving_the_decimal,15,2,2014-08-31 05:35:28.60455 UTC,15,具體情境中解決小數的兩步驟問題並併式計算,解決小數的兩步驟問題,decimals,arithmetic
morning_afternoon_night,TRUE,time_terminology,5,9,2014-09-04 05:29:36.59897 UTC,6,時間用語2,時間用語2,telling-time,arithmetic
absolute_value_add_sub,TRUE,"absolute_value,absolute_values_meaning",23,13,2014-05-07 05:53:43.65125 UTC,13,含有絕對值的加減運算,含有絕對值的加減運算,absolute-value,algebra
sectors_as_fraction_of_circles_2,TRUE,sectors_as_fraction_of_circles_1,43,-21,2014-03-17 07:00:21.76652 UTC,18,扇形與圓心角2,扇形與圓心角2,circle-properties,geometry
approximate_number,TRUE,rounding_numbers,16,3,2014-09-03 09:07:43.03706 UTC,7,概數的應用,概數的應用,decimals,arithmetic
parallel_and_perpendicular,TRUE,points_lines_and_planes,26,-23,2014-09-04 06:58:18.50523 UTC,9,認識面線與面的平行與垂直,認識面線與面的平行垂直,basic-geometry,geometry
area_relationship_larger_narrow_graph,TRUE,triangles_similar_nature,37,-31,2014-08-31 04:39:57.24049 UTC,8,放大圖與縮小圖的面積關係1,放大圖縮小圖面積關係1,similar-triangle,geometry
km_m_unit_transform,FALSE,metric_area_unit_comparison,18,7,2014-06-27 07:18:07.45282 UTC,3,公里與公尺的換算,公里與公尺的換算,unit-conversion,arithmetic
subtraction_of_vary_denominator_fraction,TRUE,subtract_of_positive_negative_fraction,25,-2,2014-09-03 09:52:19.90527 UTC,21,異分母的正負分數減法,異分母的正負分數減法,fractions,arithmetic
trapezoid_concept_and_application,TRUE,concepts_related_to_diamond,36,-12,2014-08-31 17:25:31.54249 UTC,9,梯形的性質與應用,梯形的性質與應用,quadrilaterals-and-polygons,geometry
matrix_app_fruit_oil,FALSE,"matrix_mul_scalar,matrix_mul_scalar",53,16,2014-06-20 03:42:02.24297 UTC,10,矩陣向量-成份比例,矩陣向量-成份比例,vectors-matrix,algebra
four_operations_and_decimal_fraction,FALSE,order_of_operations,17,-6,2014-09-04 07:12:23.50943 UTC,10,分數與小數的四則運算,分數與小數的四則運算,order-of-operations,arithmetic
understanding_moving_the_decimal,TRUE,multiplying_decimals,14,2,2012-10-11 17:54:39.43332 UTC,5,了解小數點的移位,小數移位,decimals,arithmetic
comparing_improper_fractions_and_mixed_numbers,TRUE,converting_mixed_numbers_and_improper_fractions,24,-8,2012-10-11 17:54:36.90832 UTC,6,比較假分數和帶分數,比假貸分數,fractions,arithmetic
simplifying_rational_expressions_1,FALSE,,-13,-18,2012-10-11 17:55:03.97249 UTC,0,簡化有理式 1,簡化有理式1,quadtratics,algebra
estimation_with_decimals,TRUE,"rounding_numbers,approximate_number",17,3,2012-10-11 17:54:39.19895 UTC,14,用小數來估計,小數估計,decimals,arithmetic
multiplying_decimals,TRUE,"multiplication_4,integers_multiply_decimals",13,2,2012-10-11 17:54:43.34193 UTC,16,小數的乘法,乘小數,decimals,arithmetic
multiplying_expressions_1,TRUE,multiplying_expressions_0.5,47,-7,2012-10-11 17:54:58.42355 UTC,6,式子的乘法 1,式子乘法1,polynomials,algebra
functions_2,TRUE,"functions_1,constant_function_and_a_fuction",35,-3,2012-10-11 17:55:20.80797 UTC,18,函數 2,函數2,algebra-functions,algebra
dividing_complex_numbers,TRUE,multiplying_complex_numbers,49,-12,2012-10-11 17:55:25.61283 UTC,20,虛數的除法,虛數的除法,complex-numbers,algebra
triangle_types,TRUE,angle_addition_postulate,30,-19,2012-10-11 17:55:47.62507 UTC,4,三角形的類別,三角形種類,triangle-properties,geometry
limits_1,TRUE,"quadratic_equation,graphs_of_sine_and_cosine,inverse_trig_functions,trig_identities_1",55,-25,2012-10-11 17:56:05.41634 UTC,5,極限 1,極限1,calculus,calculus
prime_factorization,TRUE,"prime_numbers,composite_numbers",13,-12,2012-10-11 17:54:27.47996 UTC,6,質因數分解法,質因數分解法,factors-multiples,arithmetic
common_factors_of_a_polynomial_2,FALSE,,-13,-19,2012-10-11 17:55:03.78008 UTC,0,多項式的公因式 2,多項式的公因式2,quadtratics,algebra
scientific_notation_intuition,TRUE,"exponents_3,exponent_rules",21,2,2012-10-11 17:55:15.85848 UTC,4,科學記號的直覺,科學記號直覺,exponents-radicals,algebra
writing_expressions_2,TRUE,writing_expressions_1,27,8,2012-10-11 17:54:51.64776 UTC,9,寫式子 2,寫式子2,solving-linear-equations-and-inequalities,algebra
angle_bisector_theorem,TRUE,triangle_angles_1,33,-19,2012-10-11 17:55:46.40999 UTC,16,角平分線,角平分線,triangle-properties,geometry
scaling_vectors,TRUE,adding_vectors,32,19,2012-10-11 17:56:05.63431 UTC,6,向量倍增,向量倍增,vectors-matrix,algebra
